Pop,Year,Spawners,nFish,p3M,p4M,p5M,p6M,p7M,p3F,p4F,p5F,p6F,p7F,p8F,A3F R BY,A4F R BY,A5F R BY,A6F R BY,A7F R BY,A3 R BY,A4 R BY,A5 R BY,A6 R BY,A7 R BY,p6 BY,Return,R.S,,,,,,
KL,1995,"24,874",335,0.00,0.26,0.20,0.29,0.05,0.00,0.00,0.04,0.16,0.01,0.00,,230.59,2290.45,11527.63,382.68,0.00,6840.86,14724.35,28403.13,2143.03,0.80,"52,111",2.10,,,,,,
KL,1996,"29,056",778,0.00,0.10,0.26,0.37,0.01,0.00,0.00,0.09,0.17,0.00,0.00,,245.41,2376.83,12552.01,192.92,153.73,2372.26,8794.28,30231.96,347.25,0.82,"41,899",1.44,,,,,,
KL,1997,"25,221",419,0.00,0.04,0.19,0.40,0.01,0.00,0.01,0.05,0.29,0.00,0.00,,475.37,1454.20,10803.36,801.99,0.00,7130.49,11786.64,29709.24,4239.08,0.80,"52,865",2.10,,,,,,
KL,1998,"33,385",451,0.00,0.20,0.12,0.39,0.04,0.00,0.00,0.04,0.23,0.00,0.00,,1645.54,2276.42,24174.19,1220.13,0.00,10600.32,14160.12,61065.62,7015.75,0.82,"92,842",2.78,,,,,,
KL,1999,"29,100",594,0.00,0.14,0.21,0.38,0.03,0.00,0.01,0.03,0.18,0.01,0.00,,4244.18,2176.82,19064.54,1389.45,1148.05,22532.72,18903.99,37671.53,4940.28,0.71,"85,197",2.93,,,,,,
KL,2000,"25,502",510,0.00,0.05,0.30,0.36,0.02,0.00,0.01,0.05,0.21,0.00,0.00,,458.28,2745.29,9726.18,941.37,1234.67,7103.32,14031.50,20224.28,3765.49,0.70,"46,359",1.82,,,,,,
KL,2001,"29,531",385,0.00,0.15,0.14,0.37,0.02,0.00,0.01,0.05,0.25,0.01,0.00,,4880.52,2161.37,11649.48,307.60,0.00,24250.09,18371.67,25652.39,1999.42,0.61,"70,274",2.38,,,,,,
KL,2002,"40,514",1461,0.02,0.16,0.18,0.32,0.03,0.00,0.03,0.03,0.22,0.01,0.00,,1080.69,1647.40,9151.21,537.83,1220.13,13585.77,10472.77,21301.55,1459.82,0.74,"48,040",1.19,,,,,,
KL,2003,"48,461",1762,0.02,0.27,0.17,0.28,0.00,0.00,0.06,0.03,0.16,0.00,0.00,,529.52,1153.51,2612.32,46.11,0.00,3588.98,4844.76,8912.61,507.23,0.60,"17,854",0.37,,,,,,
KL,2004,"65,112",797,0.00,0.07,0.18,0.40,0.04,0.00,0.01,0.02,0.26,0.01,0.00,,76.90,2919.65,4657.34,299.78,941.37,14072.86,8451.62,8254.10,1349.03,0.59,"33,069",0.51,,,,,,
KL,2005,"55,688",1104,0.01,0.23,0.13,0.22,0.07,0.00,0.06,0.03,0.23,0.01,0.00,,307.33,830.02,4346.87,372.79,461.41,7529.62,4519.00,10942.12,1304.76,0.74,"24,757",0.44,,,,,,
KL,2006,"39,305",740,0.00,0.22,0.28,0.18,0.06,0.00,0.02,0.04,0.17,0.02,0.00,,138.34,3447.52,3168.69,92.19,1690.32,8161.87,10042.77,8201.32,215.12,0.46,"28,311",0.72,,,,,,
KL,2007,"29,664",755,0.02,0.07,0.20,0.32,0.06,0.00,0.01,0.04,0.26,0.02,0.00,,299.78,1025.16,2519.92,,737.80,3147.73,5498.61,3995.00,,,,,,,,,,
KL,2008,"28,094",555,0.01,0.33,0.09,0.28,0.04,0.00,0.00,0.03,0.21,0.01,0.00,,186.39,891.19,,,899.35,7642.14,4947.65,,,,,,,,,,,
KL,2009,"18,251",365,0.06,0.26,0.20,0.22,0.03,0.00,0.01,0.10,0.09,0.02,0.00,,61.46,,,,559.18,4117.92,,,,,,,,,,,,
KL,2010,"13,037",481,0.03,0.36,0.17,0.16,0.02,0.00,0.01,0.04,0.21,0.00,0.00,,,,,,1106.31,,,,,,,,,,,,,
KL,2011,"15,731",352,0.03,0.11,0.25,0.25,0.04,0.00,0.01,0.13,0.16,0.01,0.00,,,,,,,,,,,,,,,,,,,
KL,2012,"22,453",249,0.02,0.32,0.19,0.22,0.04,0.00,0.01,0.04,0.14,0.02,0.00,,,,,,,,,,,,,,,,,,,
KL,2013,"12,305",468,0.08,0.28,0.28,0.10,0.01,0.00,0.00,0.06,0.18,0.01,0.00,,,,,,,,,,,,,,,,,,,
KL,2014,11980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KL,2015,16825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KL,2016,14676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KL,2017,20634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KL,2018,17285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KL,2019,11548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
